Size, Seq, Par, Libc
14653, 0.008774, 0.081057, 0.003989
14653, 0.003897, 0.067465, 0.003550
14653, 0.003260, 0.037379, 0.003146
14653, 0.003176, 0.067875, 0.002939
14653, 0.003017, 0.091310, 0.002972
14653, 0.003092, 0.075280, 0.003244
14653, 0.002994, 0.074559, 0.002924
14653, 0.003055, 0.084513, 0.002939
14653, 0.002981, 0.055009, 0.002942
14653, 0.002903, 0.064888, 0.002920
14653, 0.004536, 0.076404, 0.005072
14653, 0.002949, 0.072642, 0.002939
14653, 0.002940, 0.062711, 0.002940
14653, 0.003028, 0.077028, 0.002931
14653, 0.003085, 0.089678, 0.003090
14653, 0.002927, 0.022458, 0.002965
14653, 0.002960, 0.039504, 0.003094
14653, 0.002942, 0.076603, 0.002958
14653, 0.006083, 0.035487, 0.004181
14653, 0.002859, 0.022562, 0.002952
14653, 0.003057, 0.030874, 0.002954
14653, 0.002974, 0.040102, 0.002952
14653, 0.003105, 0.020000, 0.002972
14653, 0.005626, 0.028119, 0.003728
14653, 0.002959, 0.029170, 0.003000
14653, 0.003053, 0.036792, 0.002985
14653, 0.002917, 0.027332, 0.002950
14653, 0.003060, 0.034248, 0.002978
14653, 0.003010, 0.032186, 0.002984
14653, 0.002991, 0.025738, 0.003136
911027, 0.241520, 0.173130, 0.251585
911027, 0.236504, 0.189310, 0.243728
911027, 0.246030, 0.191727, 0.247219
911027, 0.244531, 0.181627, 0.249726
911027, 0.238502, 0.198020, 0.252460
911027, 0.261175, 0.201561, 0.250850
911027, 0.258273, 0.176251, 0.247961
14653, 0.002895, 0.091694, 0.003002
14653, 0.002894, 0.080831, 0.002960
14653, 0.002889, 0.067599, 0.002995
14653, 0.002914, 0.041922, 0.002967
14653, 0.002838, 0.042499, 0.002984
14653, 0.002954, 0.077042, 0.003019
14653, 0.002955, 0.077390, 0.002959
14653, 0.003481, 0.062807, 0.003014
14653, 0.002934, 0.051157, 0.002976
14653, 0.002875, 0.075808, 0.002948
14653, 0.002928, 0.042256, 0.002949
14653, 0.002925, 0.051495, 0.002920
14653, 0.005425, 0.060518, 0.004574
14653, 0.002944, 0.030340, 0.002930
14653, 0.002972, 0.034893, 0.002936
14653, 0.002986, 0.044141, 0.002928
14653, 0.002934, 0.026959, 0.005971
14653, 0.002949, 0.045858, 0.003018
14653, 0.002952, 0.027077, 0.002974
14653, 0.003135, 0.049477, 0.003152
14653, 0.003014, 0.047660, 0.002952
14653, 0.002942, 0.034080, 0.003024
14653, 0.002974, 0.040801, 0.003010
14653, 0.004723, 0.047455, 0.003559
14653, 0.002993, 0.018117, 0.002934
14653, 0.002962, 0.039657, 0.003051
14653, 0.002937, 0.033987, 0.002936
14653, 0.002883, 0.037887, 0.002958
14653, 0.002981, 0.054706, 0.002955
14653, 0.002958, 0.043107, 0.002995
911027, 0.243536, 0.177652, 0.248124
911027, 0.244661, 0.212031, 0.245243
911027, 0.245504, 0.198169, 0.252018
14653, 0.003420, 0.078975, 0.006096
14653, 0.002956, 0.078680, 0.003459
14653, 0.002990, 0.097566, 0.002941
14653, 0.002929, 0.080317, 0.002956
14653, 0.004821, 0.069937, 0.002934
14653, 0.002879, 0.043389, 0.003677
14653, 0.003812, 0.070380, 0.002957
14653, 0.003110, 0.062440, 0.003087
14653, 0.002884, 0.045853, 0.003011
14653, 0.003046, 0.065926, 0.002848
14653, 0.002869, 0.092661, 0.002979
14653, 0.003024, 0.058690, 0.002957
14653, 0.002928, 0.089181, 0.002961
14653, 0.002994, 0.077098, 0.002954
14653, 0.004920, 0.083880, 0.002954
14653, 0.002901, 0.099795, 0.002972
14653, 0.002936, 0.063748, 0.002983
14653, 0.003118, 0.112089, 0.002962
14653, 0.003044, 0.086551, 0.002958
14653, 0.002912, 0.056425, 0.003008
14653, 0.002944, 0.076011, 0.002978
14653, 0.002905, 0.062310, 0.002956
14653, 0.002928, 0.070538, 0.002953
14653, 0.003028, 0.040271, 0.002953
14653, 0.003115, 0.083578, 0.002979
14653, 0.002874, 0.074513, 0.003024
14653, 0.002936, 0.069870, 0.002973
14653, 0.005876, 0.045209, 0.005816
14653, 0.002937, 0.059395, 0.002972
14653, 0.003121, 0.072359, 0.002963
911027, 0.238000, 0.196075, 0.244821
911027, 0.239843, 0.191332, 0.241625
911027, 0.241027, 0.176421, 0.242053
911027, 0.240363, 0.174445, 0.242024
911027, 0.240612, 0.183143, 0.242860
911027, 0.242178, 0.213088, 0.242887
911027, 0.240852, 0.205908, 0.243342
911027, 0.247272, 0.196565, 0.242051
911027, 0.243295, 0.183533, 0.256022
911027, 0.237439, 0.179047, 0.248512
911027, 0.236917, 0.184224, 0.248515
911027, 0.247956, 0.216451, 0.249977
911027, 0.239618, 0.197690, 0.249030
911027, 0.240195, 0.230030, 0.243569
911027, 0.243353, 0.173982, 0.243241
911027, 0.230265, 0.199717, 0.241889
911027, 0.230932, 0.196186, 0.246552
911027, 0.239648, 0.187871, 0.241608
911027, 0.240514, 0.199880, 0.241393
911027, 0.240332, 0.174872, 0.242791
911027, 0.245291, 0.175733, 0.244102
911027, 0.232584, 0.173044, 0.241920
911027, 0.233558, 0.210466, 0.242458
911027, 0.234386, 0.178657, 0.244397
911027, 0.230808, 0.224680, 0.241592
911027, 0.239126, 0.176978, 0.244126
911027, 0.238035, 0.181964, 0.242885
911027, 0.236753, 0.211400, 0.241715
911027, 0.236929, 0.182362, 0.242881
911027, 0.234227, 0.193413, 0.243743
667291, 0.174438, 0.156633, 0.172538
667291, 0.223299, 0.153354, 0.173180
667291, 0.169871, 0.152524, 0.172398
667291, 0.168767, 0.168078, 0.174583
667291, 0.167888, 0.144987, 0.175571
667291, 0.167588, 0.147855, 0.175589
667291, 0.166493, 0.153645, 0.177525
667291, 0.171201, 0.143058, 0.172433
667291, 0.173313, 0.186633, 0.172783
667291, 0.170080, 0.170768, 0.172483
667291, 0.170315, 0.167073, 0.175890
667291, 0.173578, 0.141005, 0.173283
667291, 0.185035, 0.169864, 0.226496
667291, 0.176457, 0.167649, 0.184181
667291, 0.170267, 0.153065, 0.176258
667291, 0.169874, 0.142328, 0.180983
667291, 0.166162, 0.174090, 0.245427
667291, 0.165795, 0.160954, 0.173317
667291, 0.185927, 0.146988, 0.173519
667291, 0.218711, 0.156882, 0.175222
667291, 0.171552, 0.157146, 0.174809
667291, 0.178175, 0.183501, 0.174180
667291, 0.174769, 0.157350, 0.174023
667291, 0.167798, 0.174588, 0.173045
667291, 0.167921, 0.158783, 0.172730
667291, 0.167360, 0.166834, 0.172858
667291, 0.167987, 0.142968, 0.172636
667291, 0.175187, 0.148507, 0.172873
667291, 0.174570, 0.173388, 0.172991
667291, 0.172329, 0.148012, 0.173587
997797, 0.265878, 0.211423, 0.270408
997797, 0.265505, 0.221088, 0.268388
997797, 0.266273, 0.201365, 0.338620
997797, 0.265845, 0.228529, 0.268285
997797, 0.258752, 0.216951, 0.266782
997797, 0.258579, 0.215764, 0.270648
997797, 0.263731, 0.231062, 0.269738
997797, 0.263158, 0.216074, 0.270348
997797, 0.256464, 0.203654, 0.269503
997797, 0.258081, 0.238938, 0.274888
997797, 0.265251, 0.193794, 0.269552
997797, 0.260882, 0.223821, 0.267552
997797, 0.258074, 0.190235, 0.269706
997797, 0.270664, 0.194363, 0.269454
997797, 0.258493, 0.195558, 0.267136
997797, 0.266630, 0.207276, 0.267793
997797, 0.267461, 0.242393, 0.269162
997797, 0.255634, 0.223163, 0.267445
997797, 0.251442, 0.220344, 0.266861
997797, 0.264718, 0.203806, 0.268273
997797, 0.268886, 0.200288, 0.268662
997797, 0.261837, 0.218333, 0.267410
997797, 0.261816, 0.215887, 0.267153
997797, 0.268684, 0.216096, 0.268477
997797, 0.264111, 0.201472, 0.266671
997797, 0.270690, 0.212637, 0.266911
997797, 0.277420, 0.222975, 0.267624
997797, 0.262423, 0.218012, 0.268776
997797, 0.265272, 0.209895, 0.266922
997797, 0.262859, 0.180680, 0.269348
845619, 0.225125, 0.183497, 0.274299
845619, 0.223027, 0.197971, 0.223318
845619, 0.215712, 0.170552, 0.224034
845619, 0.222697, 0.220726, 0.225827
845619, 0.221658, 0.188764, 0.225489
845619, 0.223479, 0.193200, 0.226215
845619, 0.216460, 0.172088, 0.232475
845619, 0.217482, 0.178194, 0.229421
845619, 0.223262, 0.186317, 0.224582
845619, 0.252322, 0.214681, 0.229221
845619, 0.267945, 0.196920, 0.226524
845619, 0.220926, 0.169693, 0.224098
845619, 0.215823, 0.201593, 0.227471
845619, 0.222640, 0.194890, 0.226966
845619, 0.217203, 0.178643, 0.225660
845619, 0.220908, 0.171754, 0.226638
845619, 0.227699, 0.181066, 0.261893
845619, 0.219156, 0.174049, 0.223824
845619, 0.216134, 0.195401, 0.223331
845619, 0.216434, 0.173398, 0.224002
845619, 0.221526, 0.166767, 0.225317
845619, 0.215865, 0.198105, 0.224708
845619, 0.215538, 0.182922, 0.223917
845619, 0.217349, 0.164972, 0.227845
845619, 0.220697, 0.224604, 0.223544
845619, 0.220509, 0.194555, 0.223218
845619, 0.216025, 0.190085, 0.226821
845619, 0.216030, 0.196241, 0.224036
845619, 0.221693, 0.158917, 0.223933
845619, 0.229556, 0.172576, 0.227289
275600, 0.083405, 0.098687, 0.070766
275600, 0.067960, 0.104669, 0.066818
275600, 0.069625, 0.083038, 0.068816
275600, 0.070840, 0.113460, 0.068152
275600, 0.066895, 0.083628, 0.068322
275600, 0.065597, 0.142009, 0.066952
275600, 0.067096, 0.113778, 0.067296
275600, 0.071246, 0.090312, 0.069557
275600, 0.068812, 0.111500, 0.071217
275600, 0.071076, 0.102918, 0.066657
275600, 0.068505, 0.077172, 0.071123
275600, 0.075355, 0.105761, 0.139174
275600, 0.069188, 0.115056, 0.067341
275600, 0.065422, 0.123276, 0.072522
275600, 0.066669, 0.072130, 0.071942
275600, 0.065072, 0.093228, 0.069583
275600, 0.067629, 0.131402, 0.067758
275600, 0.069456, 0.097307, 0.068906
275600, 0.068022, 0.116012, 0.070723
275600, 0.067152, 0.109925, 0.066646
275600, 0.072311, 0.118705, 0.069507
275600, 0.073690, 0.109849, 0.073233
275600, 0.068746, 0.067653, 0.070530
275600, 0.072175, 0.093353, 0.066892
275600, 0.068339, 0.079526, 0.068342
275600, 0.067863, 0.062314, 0.067945
275600, 0.075128, 0.070145, 0.109690
275600, 0.067956, 0.089059, 0.068093
275600, 0.069076, 0.088365, 0.070031
275600, 0.066322, 0.099436, 0.075602
852303, 0.219596, 0.192993, 0.232438
852303, 0.220718, 0.186171, 0.228426
852303, 0.222618, 0.214430, 0.271667
852303, 0.227430, 0.182049, 0.228257
852303, 0.220454, 0.183136, 0.229551
852303, 0.217129, 0.172952, 0.227518
852303, 0.217255, 0.191885, 0.227677
852303, 0.217393, 0.192451, 0.225497
852303, 0.217947, 0.186332, 0.229100
852303, 0.217225, 0.176632, 0.226797
852303, 0.218900, 0.211659, 0.226231
852303, 0.212848, 0.205846, 0.228400
852303, 0.220147, 0.174848, 0.225821
852303, 0.217003, 0.168920, 0.226305
852303, 0.221217, 0.189220, 0.226424
852303, 0.217834, 0.196253, 0.226335
852303, 0.230701, 0.176674, 0.225456
852303, 0.223364, 0.178632, 0.225702
852303, 0.224018, 0.220724, 0.225996
852303, 0.225029, 0.186771, 0.225359
852303, 0.224684, 0.174699, 0.226826
852303, 0.227508, 0.166072, 0.225457
852303, 0.224802, 0.174582, 0.225741
852303, 0.217111, 0.174991, 0.225984
852303, 0.219900, 0.174092, 0.225333
852303, 0.222227, 0.177890, 0.226817
852303, 0.221510, 0.184680, 0.225399
852303, 0.217402, 0.182506, 0.225549
852303, 0.220301, 0.210557, 0.227490
852303, 0.218234, 0.189429, 0.226963
39928, 0.008814, 0.085965, 0.008693
39928, 0.009034, 0.084071, 0.008773
39928, 0.015078, 0.082861, 0.012432
39928, 0.009092, 0.093154, 0.008770
39928, 0.009187, 0.055531, 0.008683
39928, 0.008722, 0.029801, 0.008842
39928, 0.008884, 0.043196, 0.009364
39928, 0.008986, 0.031881, 0.008708
39928, 0.008952, 0.042366, 0.008856
39928, 0.008756, 0.039555, 0.008733
39928, 0.008901, 0.040023, 0.008812
39928, 0.008564, 0.043456, 0.008685
39928, 0.008985, 0.028575, 0.008796
39928, 0.008982, 0.027834, 0.008739
39928, 0.008795, 0.060494, 0.008704
39928, 0.008942, 0.040664, 0.008738
39928, 0.009289, 0.035460, 0.008711
39928, 0.009205, 0.030961, 0.008703
39928, 0.008772, 0.029410, 0.008753
39928, 0.008783, 0.038962, 0.008693
39928, 0.008776, 0.049191, 0.008743
39928, 0.008859, 0.041098, 0.008705
39928, 0.011502, 0.077222, 0.013321
39928, 0.008697, 0.064660, 0.008742
39928, 0.009212, 0.045702, 0.008808
39928, 0.008569, 0.095703, 0.008770
39928, 0.013321, 0.091416, 0.014749
39928, 0.009114, 0.076981, 0.008693
39928, 0.012058, 0.074127, 0.014565
39928, 0.008729, 0.079227, 0.008712
920656, 0.235342, 0.224442, 0.253164
920656, 0.236903, 0.178273, 0.251276
920656, 0.243473, 0.197775, 0.248469
920656, 0.245517, 0.177595, 0.243738
920656, 0.251478, 0.182049, 0.251171
920656, 0.240845, 0.227616, 0.245088
920656, 0.242521, 0.188755, 0.247724
920656, 0.312531, 0.209043, 0.247467
920656, 0.246074, 0.183070, 0.245471
920656, 0.259618, 0.173482, 0.305835
920656, 0.238659, 0.190599, 0.244407
920656, 0.239005, 0.175689, 0.251760
920656, 0.238314, 0.180332, 0.251425
920656, 0.245040, 0.183459, 0.250806
920656, 0.246449, 0.210457, 0.249271
920656, 0.248333, 0.183351, 0.250043
920656, 0.243188, 0.186785, 0.249957
920656, 0.258190, 0.190583, 0.260146
920656, 0.242366, 0.206576, 0.246920
920656, 0.235801, 0.189598, 0.245055
920656, 0.242600, 0.214764, 0.244453
920656, 0.243087, 0.196353, 0.244583
920656, 0.251324, 0.172972, 0.244547
920656, 0.235390, 0.206027, 0.246469
920656, 0.250404, 0.195231, 0.250553
920656, 0.244957, 0.205972, 0.245754
920656, 0.241242, 0.225436, 0.245376
920656, 0.240515, 0.216952, 0.248247
920656, 0.238590, 0.221971, 0.244899
920656, 0.238971, 0.196612, 0.244683
65999, 0.015112, 0.052985, 0.015243
65999, 0.015161, 0.051999, 0.015222
65999, 0.025077, 0.070417, 0.025391
65999, 0.015014, 0.070701, 0.015137
65999, 0.015299, 0.043008, 0.015158
65999, 0.015241, 0.084440, 0.015156
65999, 0.014890, 0.063467, 0.014561
65999, 0.014012, 0.064623, 0.015166
65999, 0.014260, 0.090772, 0.015518
65999, 0.014142, 0.081319, 0.015060
65999, 0.014077, 0.052026, 0.014968
65999, 0.014499, 0.055926, 0.015098
65999, 0.014566, 0.072945, 0.015076
65999, 0.014428, 0.053137, 0.014875
65999, 0.013915, 0.072956, 0.015141
65999, 0.014172, 0.064016, 0.015289
65999, 0.014981, 0.060446, 0.014723
65999, 0.015200, 0.061254, 0.014542
65999, 0.015300, 0.054555, 0.014935
65999, 0.015344, 0.062842, 0.014634
65999, 0.014745, 0.048259, 0.014903
65999, 0.015151, 0.082442, 0.014998
65999, 0.014998, 0.060740, 0.014746
65999, 0.015076, 0.057777, 0.014648
65999, 0.015078, 0.082957, 0.014585
65999, 0.014925, 0.081970, 0.014770
65999, 0.015667, 0.077392, 0.015224
65999, 0.015527, 0.105672, 0.014585
65999, 0.015066, 0.055397, 0.014966
65999, 0.017392, 0.112883, 0.014839
383448, 0.093591, 0.097898, 0.099626
383448, 0.093898, 0.106732, 0.097294
383448, 0.093342, 0.105821, 0.102014
383448, 0.141875, 0.107014, 0.096352
383448, 0.092159, 0.098452, 0.097426
383448, 0.093073, 0.105897, 0.095066
383448, 0.091290, 0.102955, 0.096562
383448, 0.092847, 0.111371, 0.097290
383448, 0.097661, 0.095045, 0.100414
383448, 0.098152, 0.121715, 0.094860
383448, 0.098092, 0.105315, 0.095570
383448, 0.097280, 0.119579, 0.094767
383448, 0.093951, 0.114642, 0.095332
383448, 0.095980, 0.088872, 0.096881
383448, 0.093753, 0.105873, 0.097593
383448, 0.095962, 0.108326, 0.098852
383448, 0.095399, 0.102289, 0.096203
383448, 0.096725, 0.134586, 0.098857
383448, 0.094464, 0.107926, 0.095002
383448, 0.098341, 0.115676, 0.096021
383448, 0.100614, 0.129113, 0.095382
383448, 0.093156, 0.140196, 0.097359
383448, 0.093703, 0.136621, 0.098236
383448, 0.093466, 0.115501, 0.099065
383448, 0.099705, 0.101835, 0.101043
383448, 0.099723, 0.127617, 0.103897
383448, 0.099123, 0.103913, 0.097025
383448, 0.100941, 0.089331, 0.097893
383448, 0.096377, 0.114638, 0.099864
383448, 0.096151, 0.105880, 0.098773
122249, 0.035434, 0.052417, 0.031087
122249, 0.029562, 0.055987, 0.027804
122249, 0.029296, 0.094354, 0.028510
122249, 0.029883, 0.054605, 0.028992
122249, 0.029248, 0.075105, 0.028337
122249, 0.031159, 0.104097, 0.034213
122249, 0.029167, 0.116772, 0.028655
122249, 0.029405, 0.063670, 0.029321
122249, 0.029913, 0.085404, 0.028623
122249, 0.029916, 0.067259, 0.028817
122249, 0.029035, 0.090980, 0.028732
122249, 0.030132, 0.074103, 0.029044
122249, 0.030601, 0.102414, 0.028664
122249, 0.029545, 0.080404, 0.028735
122249, 0.028942, 0.079551, 0.030412
122249, 0.029969, 0.092837, 0.027946
122249, 0.029182, 0.083068, 0.028397
122249, 0.029298, 0.062400, 0.028710
122249, 0.029635, 0.070152, 0.028661
122249, 0.029145, 0.091062, 0.027691
122249, 0.029190, 0.072341, 0.027735
122249, 0.028788, 0.073759, 0.032398
122249, 0.029498, 0.079307, 0.028058
122249, 0.029383, 0.064506, 0.029166
122249, 0.030213, 0.091066, 0.029231
122249, 0.028657, 0.089265, 0.029213
122249, 0.029413, 0.075906, 0.028725
122249, 0.029075, 0.057585, 0.046516
122249, 0.029774, 0.074069, 0.029237
122249, 0.029664, 0.083354, 0.028255
388041, 0.093016, 0.131606, 0.113312
388041, 0.092831, 0.110989, 0.097389
388041, 0.099909, 0.094250, 0.098545
388041, 0.101081, 0.096050, 0.097468
388041, 0.100602, 0.129046, 0.098180
388041, 0.105219, 0.095669, 0.102044
388041, 0.101143, 0.138166, 0.096199
388041, 0.102280, 0.153405, 0.097968
388041, 0.105367, 0.130598, 0.098078
388041, 0.103377, 0.095377, 0.099272
388041, 0.101400, 0.117648, 0.104017
388041, 0.100768, 0.097651, 0.100551
388041, 0.101162, 0.110750, 0.102447
388041, 0.100835, 0.105479, 0.109391
388041, 0.100606, 0.123571, 0.102027
388041, 0.101706, 0.109492, 0.104791
388041, 0.095991, 0.107661, 0.101006
388041, 0.097004, 0.095444, 0.096125
388041, 0.097908, 0.108918, 0.113895
388041, 0.099994, 0.110971, 0.096015
388041, 0.100439, 0.115842, 0.096589
388041, 0.095379, 0.102968, 0.100132
388041, 0.096620, 0.131877, 0.100796
388041, 0.096311, 0.096000, 0.099511
388041, 0.095794, 0.111715, 0.096153
388041, 0.097489, 0.109999, 0.096279
388041, 0.097943, 0.107263, 0.095897
388041, 0.094360, 0.105368, 0.097916
388041, 0.095599, 0.107940, 0.097612
388041, 0.094115, 0.100729, 0.097633
356779, 0.087681, 0.101947, 0.089914
356779, 0.088743, 0.131818, 0.089728
356779, 0.094706, 0.102427, 0.094034
356779, 0.088117, 0.113463, 0.090577
356779, 0.085813, 0.097646, 0.087863
356779, 0.087070, 0.087778, 0.088175
356779, 0.089016, 0.092929, 0.087906
356779, 0.087951, 0.108054, 0.088015
356779, 0.090184, 0.103885, 0.087912
356779, 0.088493, 0.118322, 0.088078
356779, 0.090020, 0.103377, 0.092104
356779, 0.086699, 0.107032, 0.089587
356779, 0.088503, 0.105200, 0.091703
356779, 0.146717, 0.115753, 0.091412
356779, 0.092202, 0.126169, 0.088083
356779, 0.092337, 0.101702, 0.089443
356779, 0.087992, 0.110910, 0.088064
356779, 0.094030, 0.102410, 0.088524
356779, 0.090168, 0.095702, 0.088202
356779, 0.092037, 0.091124, 0.088580
356779, 0.087169, 0.104191, 0.088177
356779, 0.092185, 0.109607, 0.142409
356779, 0.092132, 0.122833, 0.088114
356779, 0.091179, 0.098538, 0.089454
356779, 0.087079, 0.108655, 0.090774
356779, 0.093549, 0.112749, 0.093912
356779, 0.089510, 0.116817, 0.090822
356779, 0.086665, 0.107060, 0.093362
356779, 0.142585, 0.123473, 0.090715
356779, 0.086532, 0.113949, 0.089300
390804, 0.113615, 0.106995, 0.096589
390804, 0.100185, 0.119830, 0.098219
390804, 0.098926, 0.101176, 0.096586
390804, 0.096198, 0.107119, 0.098524
390804, 0.092787, 0.110366, 0.100985
390804, 0.094782, 0.113236, 0.097892
390804, 0.096117, 0.112789, 0.098743
390804, 0.096467, 0.128348, 0.098128
390804, 0.097316, 0.129416, 0.097534
390804, 0.097164, 0.129756, 0.100033
390804, 0.097507, 0.120332, 0.098001
390804, 0.105919, 0.156950, 0.099695
390804, 0.095888, 0.102388, 0.100309
390804, 0.094549, 0.101414, 0.098780
390804, 0.096726, 0.115514, 0.099267
390804, 0.100496, 0.104710, 0.098415
390804, 0.098120, 0.089954, 0.100068
390804, 0.097200, 0.097880, 0.101665
390804, 0.103967, 0.098299, 0.102700
390804, 0.097712, 0.122838, 0.110036
390804, 0.099048, 0.097952, 0.100472
390804, 0.106576, 0.097639, 0.097554
390804, 0.106364, 0.111054, 0.146436
390804, 0.107898, 0.112740, 0.097040
390804, 0.175629, 0.103437, 0.104603
390804, 0.095832, 0.112765, 0.096705
390804, 0.096006, 0.101176, 0.097203
390804, 0.095518, 0.107575, 0.096713
390804, 0.095859, 0.095450, 0.096619
390804, 0.093610, 0.106593, 0.096671
942795, 0.249867, 0.209831, 0.251591
942795, 0.243747, 0.205338, 0.251913
942795, 0.252342, 0.185147, 0.253775
942795, 0.245754, 0.210386, 0.256569
942795, 0.248655, 0.187603, 0.260388
942795, 0.249891, 0.204052, 0.257582
942795, 0.256250, 0.203423, 0.258017
942795, 0.253232, 0.192467, 0.257115
942795, 0.254235, 0.197603, 0.256755
942795, 0.246103, 0.184674, 0.267832
942795, 0.241995, 0.191400, 0.256080
942795, 0.250930, 0.189748, 0.255669
942795, 0.243608, 0.196642, 0.251881
942795, 0.247487, 0.191517, 0.250875
942795, 0.249613, 0.227699, 0.251644
942795, 0.245674, 0.173255, 0.250723
942795, 0.247629, 0.202436, 0.251412
942795, 0.255130, 0.208342, 0.251335
942795, 0.249812, 0.206814, 0.251293
